hour,latitude,longitude,depth,dissolved_oxygen,salinity,temperature
2020-09-11 02:00:00+00:00,45.94843923076923,-61.12483461538462,13.14102564102564,25.92528735632184,23.209999999999997,9.025042735042735
2020-09-11 03:00:00+00:00,45.94838932773109,-61.124907478991595,13.214285714285714,25.292134831460675,23.27,8.95218487394958
2020-09-11 04:00:00+00:00,45.948364999999995,-61.124943,13.25,25.261111111111113,23.366666666666667,9.028166666666667
2020-09-11 05:00:00+00:00,45.948364999999995,-61.124943,13.25,25.103333333333335,23.363333333333333,9.076666666666666
2020-09-11 06:00:00+00:00,45.94851736842105,-61.12472052631579,13.026315789473685,26.279761904761905,23.71333333333333,9.142894736842106
2020-09-11 07:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,36.825,23.39,10.690444444444445
2020-09-11 08:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,37.156666666666666,23.279999999999998,10.740222222222222
2020-09-11 09:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,37.44833333333334,23.279999999999998,10.902444444444445
2020-09-11 10:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,37.55,23.233333333333334,11.170666666666667
2020-09-11 11:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,37.86,23.336666666666666,11.003444444444444
2020-09-11 12:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,38.01333333333333,23.076666666666664,10.647777777777778
2020-09-11 13:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,37.55499999999999,23.323333333333334,10.480555555555556
2020-09-11 14:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,37.45166666666667,23.446666666666665,10.693333333333333
2020-09-11 15:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,37.49333333333333,23.35666666666667,10.648333333333333
2020-09-11 16:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,38.18,23.333333333333332,10.828111111111111
2020-09-11 17:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,38.11833333333333,23.42,10.820666666666666
2020-09-11 18:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,36.803333333333335,23.38,10.957333333333333
2020-09-11 19:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,36.901666666666664,23.373333333333335,11.101444444444445
2020-09-11 20:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,37.40333333333333,23.290000000000003,10.982888888888889
2020-09-11 21:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,36.99833333333333,23.313333333333333,10.620555555555557
2020-09-11 22:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,36.62833333333333,23.3,10.689444444444444
2020-09-11 23:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,36.67166666666667,23.256666666666668,10.743777777777778
2020-09-12 00:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,36.49333333333333,23.323333333333334,10.883222222222223
2020-09-12 01:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,36.95166666666667,23.433333333333334,10.986
2020-09-12 02:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,36.64,23.423333333333336,10.904333333333334
2020-09-12 03:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,36.44833333333334,23.470000000000002,10.929777777777778
2020-09-12 04:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,36.425,23.41,11.045
2020-09-12 05:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,35.88333333333333,23.306666666666665,11.101
2020-09-12 06:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,35.971666666666664,23.36,10.829777777777778
2020-09-12 07:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,36.43666666666666,23.240000000000002,10.796777777777779
2020-09-12 08:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,35.516666666666666,23.35,10.762111111111112
2020-09-12 09:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,35.65,23.323333333333334,10.972333333333333
2020-09-12 10:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,36.67166666666667,23.37,11.15011111111111
2020-09-12 11:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,36.593333333333334,23.53666666666667,10.793333333333333
2020-09-12 12:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,36.34666666666667,23.356666666666666,10.760333333333334
2020-09-12 13:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,36.42666666666666,23.28666666666667,10.688888888888888
2020-09-12 14:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,36.376666666666665,23.383333333333333,10.509666666666666
2020-09-12 15:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,35.891666666666666,23.373333333333335,10.513666666666667
2020-09-12 16:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,36.208333333333336,23.43,10.725
2020-09-12 17:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,37.53999999999999,23.396666666666665,11.145444444444445
2020-09-12 18:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,37.61666666666667,23.446666666666665,11.207333333333333
2020-09-12 19:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,36.983333333333334,23.436666666666667,11.016222222222222
2020-09-12 20:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,37.05833333333333,23.323333333333334,10.855222222222222
2020-09-12 21:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,37.16833333333333,23.346666666666668,10.85388888888889
2020-09-12 22:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,37.31666666666667,23.31,10.86111111111111
2020-09-12 23:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,37.11666666666667,23.376666666666665,10.928444444444445
2020-09-13 00:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,36.923333333333325,23.413333333333334,10.911888888888889
2020-09-13 01:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,36.63666666666666,23.473333333333336,11.080222222222222
2020-09-13 02:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,35.62,23.473333333333336,11.251111111111111
2020-09-13 03:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,35.03833333333333,23.476666666666667,10.91088888888889
2020-09-13 04:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,35.46666666666667,23.5,10.938222222222223
2020-09-13 05:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,36.05333333333333,23.42,10.99311111111111
2020-09-13 06:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,36.22833333333333,23.69,10.826777777777778
2020-09-13 07:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,36.35333333333333,23.67,10.794555555555556
2020-09-13 08:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,36.16,23.573333333333334,10.815333333333333
2020-09-13 09:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,37.97666666666667,23.506666666666668,11.299
2020-09-13 10:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,37.675,23.573333333333334,11.357222222222221
2020-09-13 11:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,39.70166666666667,23.523333333333333,11.349444444444446
2020-09-13 12:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,39.519999999999996,23.433333333333334,11.226777777777777
2020-09-13 13:00:00+00:00,45.94916574468085,-61.12377382978724,12.074468085106384,35.317187499999996,23.363333333333333,10.673297872340425
2020-09-13 14:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,36.01,23.38,10.891444444444444
2020-09-13 15:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,36.26,23.456666666666663,11.122444444444444
2020-09-13 16:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,36.519999999999996,23.490000000000002,11.37188888888889
2020-09-13 17:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,36.638333333333335,23.446666666666665,11.204222222222223
2020-09-13 18:00:00+00:00,45.949126842105265,-61.123830631578954,12.131578947368421,32.646153846153844,23.290000000000003,10.396631578947368
2020-09-13 19:00:00+00:00,45.949088749999994,-61.12388625,12.1875,32.54242424242424,23.383333333333333,10.3059375
2020-09-13 20:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,36.74166666666667,23.493333333333332,11.027333333333333
2020-09-13 21:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,36.515,23.45,11.205222222222222
2020-09-13 22:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,36.275,23.433333333333334,11.28011111111111
2020-09-13 23:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,36.718333333333334,23.686666666666667,10.910222222222222
2020-09-14 00:00:00+00:00,45.949287582417575,-61.12359593406593,11.895604395604396,34.449180327868845,23.633333333333333,10.602857142857143
2020-09-14 01:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,35.7,23.69333333333333,10.839222222222222
2020-09-14 02:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,35.88166666666667,23.373333333333335,10.872333333333334
2020-09-14 03:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,35.37,23.293333333333333,10.867444444444445
2020-09-14 04:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,35.58833333333334,23.326666666666664,10.804666666666666
2020-09-14 05:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,35.12833333333333,23.336666666666666,10.795222222222222
2020-09-14 06:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,35.894999999999996,23.32,10.979777777777777
2020-09-14 07:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,35.035,23.413333333333334,11.084444444444445
2020-09-14 08:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,34.876666666666665,23.426666666666666,11.148888888888889
2020-09-14 09:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,35.82,23.413333333333334,11.132333333333333
2020-09-14 10:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,35.74666666666666,23.326666666666664,11.101777777777777
2020-09-14 11:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,36.20166666666667,23.40666666666667,10.934666666666667
2020-09-14 12:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,35.91499999999999,23.59333333333333,11.046666666666667
2020-09-14 13:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,35.40333333333333,23.666666666666668,11.17588888888889
2020-09-14 14:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,34.43666666666666,23.546666666666667,10.983777777777778
2020-09-14 15:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,34.885,23.38,10.987333333333334
2020-09-14 16:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,35.07833333333333,23.41,10.917444444444445
2020-09-14 17:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,35.585,23.44,11.072333333333333
2020-09-14 18:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,35.313333333333325,23.453333333333333,11.07288888888889
2020-09-14 19:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,34.71333333333333,23.453333333333333,11.199555555555555
2020-09-14 20:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,35.095,23.65,11.145222222222221
2020-09-14 21:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,35.086666666666666,23.706666666666667,11.071333333333333
2020-09-14 22:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,35.115,23.509999999999998,11.014888888888889
2020-09-14 23:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,35.38666666666666,23.386666666666663,11.154444444444444
2020-09-15 00:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,34.24666666666666,23.220000000000002,10.42588888888889
2020-09-15 01:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,34.43666666666666,23.21333333333333,10.437666666666667
2020-09-15 02:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,33.95,23.403333333333332,10.78811111111111
2020-09-15 03:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,34.99166666666667,23.4,11.02688888888889
2020-09-15 04:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,35.19666666666667,23.39333333333333,11.254555555555555
2020-09-15 05:00:00+00:00,45.949329999999996,-61.123534,11.833333333333334,34.82333333333334,23.40666666666667,11.176111111111112
